SampleID,Flask_No,Enrichment,Carbon,Media,Replicate,Time_Point,Time,Minutes,Hours,Absorbance,Absorbance_300,Biomass_mg
Blank_TPA_BH_R2_T2,59,Blank,TPA,BH,R2,T2,06092021_1200pm,2700,45,0.086,,
Blank_TPA_BH_R3_T2,60,Blank,TPA,BH,R3,T2,06092021_1200pm,2700,45,0.102,,
Blank_DCPET_BH_R1_T2,61,Blank,DCPET,BH,R1,T2,06092021_1200pm,2700,45,0.07,,
Blank_DCPET_BH_R2_T2,62,Blank,DCPET,BH,R2,T2,06092021_1200pm,2700,45,0.063,,
Blank_DCPET_BH_R3_T2,63,Blank,DCPET,BH,R3,T2,06092021_1200pm,2700,45,0.067,,
Blank_DCPET_ARW_R1_T2,64,Blank,DCPET,ARW,R1,T2,06092021_1200pm,2700,45,0.039,,
Blank_DCPET_ARW_R2_T2,65,Blank,DCPET,ARW,R2,T2,06092021_1200pm,2700,45,0.04,,
Blank_DCPET_ARW_R3_T2,66,Blank,DCPET,ARW,R3,T2,06092021_1200pm,2700,45,0.042,,
Emma2_TPA_BH_R1_T2,67,Emma2,TPA,BH,R1,T2,06092021_1200pm,2700,45,0.583,,
Emma2_TPA_BH_R2_T2,68,Emma2,TPA,BH,R2,T2,06092021_1200pm,2700,45,0.862,,
Emma2_TPA_BH_R3_T2,69,Emma2,TPA,BH,R3,T2,06092021_1200pm,2700,45,0.59,,
Laura1_TPA_BH_R1_T2,70,Laura1,TPA,BH,R1,T2,06092021_1200pm,2700,45,1.536,,
Laura1_TPA_BH_R2_T2,71,Laura1,TPA,BH,R2,T2,06092021_1200pm,2700,45,0.568,,
Laura1_TPA_BH_R3_T2,72,Laura1,TPA,BH,R3,T2,06092021_1200pm,2700,45,0.61,,
Laura2_TPA_BH_R1_T2,73,Laura2,TPA,BH,R1,T2,06092021_1200pm,2700,45,0.462,,
Laura2_TPA_BH_R2_T2,74,Laura2,TPA,BH,R2,T2,06092021_1200pm,2700,45,0.398,,
Laura2_TPA_BH_R3_T2,75,Laura2,TPA,BH,R3,T2,06092021_1200pm,2700,45,0.586,,
Emma2_DCPET_ARW_R1_T3,1,Emma2,DCPET,ARW,R1,T3,06102021_1210pm,4150,69.2,0.82,1.173,6.7
Emma2_DCPET_ARW_R2_T3,2,Emma2,DCPET,ARW,R2,T3,06102021_1210pm,4150,69.2,0.841,1.073,4.4
Emma2_DCPET_ARW_R3_T3,3,Emma2,DCPET,ARW,R3,T3,06102021_1210pm,4150,69.2,0.758,1.062,5.1
Laura1_DCPET_ARW_R1_T3,4,Laura1,DCPET,ARW,R1,T3,06102021_1210pm,4150,69.2,1.523,0.822,8.3
Laura1_DCPET_ARW_R2_T3,5,Laura1,DCPET,ARW,R2,T3,06102021_1210pm,4150,69.2,0.899,0.659,10.6
Laura1_DCPET_ARW_R3_T3,6,Laura1,DCPET,ARW,R3,T3,06102021_1210pm,4150,69.2,0.634,0.833,6.1
Laura2_DCPET_ARW_R1_T3,7,Laura2,DCPET,ARW,R1,T3,06102021_1210pm,4150,69.2,0.853,0.765,3.7
Laura2_DCPET_ARW_R2_T3,8,Laura2,DCPET,ARW,R2,T3,06102021_1210pm,4150,69.2,1.385,0.751,9.2
Laura2_DCPET_ARW_R3_T3,9,Laura2,DCPET,ARW,R3,T3,06102021_1210pm,4150,69.2,1.221,0.765,6.4
Emma2_Blank_ARW_R1_T3,10,Emma2,Blank,ARW,R1,T3,06102021_1210pm,4150,69.2,0.922,0.416,
Emma2_Blank_ARW_R2_T3,11,Emma2,Blank,ARW,R2,T3,06102021_1210pm,4150,69.2,0.253,0.413,
Emma2_Blank_ARW_R3_T3,12,Emma2,Blank,ARW,R3,T3,06102021_1210pm,4150,69.2,0.057,0.445,
Laura1_Blank_ARW_R1_T3,13,Laura1,Blank,ARW,R1,T3,06102021_1210pm,4150,69.2,0.112,0.48,
Laura1_Blank_ARW_R2_T3,14,Laura1,Blank,ARW,R2,T3,06102021_1210pm,4150,69.2,0.077,0.431,
Laura1_Blank_ARW_R3_T3,15,Laura1,Blank,ARW,R3,T3,06102021_1210pm,4150,69.2,0.131,0.44,
Laura2_Blank_ARW_R1_T3,16,Laura2,Blank,ARW,R1,T3,06102021_1210pm,4150,69.2,0.25,0.438,
Laura2_Blank_ARW_R2_T3,17,Laura2,Blank,ARW,R2,T3,06102021_1210pm,4150,69.2,0.18,0.443,
Laura2_Blank_ARW_R3_T3,18,Laura2,Blank,ARW,R3,T3,06102021_1210pm,4150,69.2,0.202,0.42,
Emma2_DCPET_BH_R1_T3,19,Emma2,DCPET,BH,R1,T3,06102021_1210pm,4150,69.2,1.265,1.061,10.5
Emma2_DCPET_BH_R2_T3,20,Emma2,DCPET,BH,R2,T3,06102021_1210pm,4150,69.2,1.372,1.041,10.4
Emma2_DCPET_BH_R3_T3,21,Emma2,DCPET,BH,R3,T3,06102021_1210pm,4150,69.2,1.391,1.08,13.1
Laura1_DCPET_BH_R1_T3,22,Laura1,DCPET,BH,R1,T3,06102021_1210pm,4150,69.2,1.334,0.715,14.8
Laura1_DCPET_BH_R2_T3,23,Laura1,DCPET,BH,R2,T3,06102021_1210pm,4150,69.2,1.275,0.717,10.5
Laura1_DCPET_BH_R3_T3,24,Laura1,DCPET,BH,R3,T3,06102021_1210pm,4150,69.2,1.098,0.791,12.3
Laura2_DCPET_BH_R1_T3,25,Laura2,DCPET,BH,R1,T3,06102021_1210pm,4150,69.2,0.996,0.857,11.9
Laura2_DCPET_BH_R2_T3,26,Laura2,DCPET,BH,R2,T3,06102021_1210pm,4150,69.2,1.16,0.738,11.1
Laura2_DCPET_BH_R3_T3,27,Laura2,DCPET,BH,R3,T3,06102021_1210pm,4150,69.2,1.092,0.791,8.4
Emma2_Blank_BH_R1_T3,28,Emma2,Blank,BH,R1,T3,06102021_1210pm,4150,69.2,0.808,0.468,
Emma2_Blank_BH_R2_T3,29,Emma2,Blank,BH,R2,T3,06102021_1210pm,4150,69.2,0.052,0.461,
Emma2_Blank_BH_R3_T3,30,Emma2,Blank,BH,R3,T3,06102021_1210pm,4150,69.2,0.247,0.481,
Laura1_Blank_BH_R1_T3,31,Laura1,Blank,BH,R1,T3,06102021_1210pm,4150,69.2,0.115,0.531,
Laura1_Blank_BH_R2_T3,32,Laura1,Blank,BH,R2,T3,06102021_1210pm,4150,69.2,0.348,0.477,
Laura1_Blank_BH_R3_T3,33,Laura1,Blank,BH,R3,T3,06102021_1210pm,4150,69.2,0.124,0.47,
Laura2_Blank_BH_R1_T3,34,Laura2,Blank,BH,R1,T3,06102021_1210pm,4150,69.2,0.128,0.466,
Laura2_Blank_BH_R2_T3,35,Laura2,Blank,BH,R2,T3,06102021_1210pm,4150,69.2,0.117,0.47,
Laura2_Blank_BH_R3_T3,36,Laura2,Blank,BH,R3,T3,06102021_1210pm,4150,69.2,0.254,0.508,
Emma2_DCPET_AMW_R1_T3,37,Emma2,DCPET,AMW,R1,T3,06102021_1210pm,4150,69.2,1.304,1.144,12.1
Emma2_DCPET_AMW_R2_T3,38,Emma2,DCPET,AMW,R2,T3,06102021_1210pm,4150,69.2,1.499,1.146,12.4
Emma2_DCPET_AMW_R3_T3,39,Emma2,DCPET,AMW,R3,T3,06102021_1210pm,4150,69.2,1.348,1.039,12.4
Laura1_DCPET_AMW_R1_T3,40,Laura1,DCPET,AMW,R1,T3,06102021_1210pm,4150,69.2,0.998,0.723,9.7
Laura1_DCPET_AMW_R2_T3,41,Laura1,DCPET,AMW,R2,T3,06102021_1210pm,4150,69.2,1.458,0.722,8.5
Laura1_DCPET_AMW_R3_T3,42,Laura1,DCPET,AMW,R3,T3,06102021_1210pm,4150,69.2,1.979,0.766,6.4
Laura2_DCPET_AMW_R1_T3,43,Laura2,DCPET,AMW,R1,T3,06102021_1210pm,4150,69.2,0.739,0.75,22.7
Laura2_DCPET_AMW_R2_T3,44,Laura2,DCPET,AMW,R2,T3,06102021_1210pm,4150,69.2,0.946,0.742,8.9
Laura2_DCPET_AMW_R3_T3,45,Laura2,DCPET,AMW,R3,T3,06102021_1210pm,4150,69.2,0.946,0.75,9.1
Emma2_Blank_AMW_R1_T3,46,Emma2,Blank,AMW,R1,T3,06102021_1210pm,4150,69.2,0.074,0.419,
Emma2_Blank_AMW_R2_T3,47,Emma2,Blank,AMW,R2,T3,06102021_1210pm,4150,69.2,0.156,0.413,
Emma2_Blank_AMW_R3_T3,48,Emma2,Blank,AMW,R3,T3,06102021_1210pm,4150,69.2,0.143,0.424,
Laura1_Blank_AMW_R1_T3,49,Laura1,Blank,AMW,R1,T3,06102021_1210pm,4150,69.2,0.108,0.458,
Laura1_Blank_AMW_R2_T3,50,Laura1,Blank,AMW,R2,T3,06102021_1210pm,4150,69.2,0.077,0.471,
Laura1_Blank_AMW_R3_T3,51,Laura1,Blank,AMW,R3,T3,06102021_1210pm,4150,69.2,0.115,0.488,
Laura2_Blank_AMW_R1_T3,52,Laura2,Blank,AMW,R1,T3,06102021_1210pm,4150,69.2,0.083,0.452,
Laura2_Blank_AMW_R2_T3,53,Laura2,Blank,AMW,R2,T3,06102021_1210pm,4150,69.2,0.113,0.459,
Laura2_Blank_AMW_R3_T3,54,Laura2,Blank,AMW,R3,T3,06102021_1210pm,4150,69.2,0.106,0.452,
Blank_DCPET_AMW_R1_T3,55,Blank,DCPET,AMW,R1,T3,06102021_1210pm,4150,69.2,0.038,1.119,
Blank_DCPET_AMW_R2_T3,56,Blank,DCPET,AMW,R2,T3,06102021_1210pm,4150,69.2,0.038,1.111,
Blank_DCPET_AMW_R3_T3,57,Blank,DCPET,AMW,R3,T3,06102021_1210pm,4150,69.2,0.04,1.105,
Blank_TPA_BH_R1_T3,58,Blank,TPA,BH,R1,T3,06102021_1210pm,4150,69.2,0.065,1.877,
Blank_TPA_BH_R2_T3,59,Blank,TPA,BH,R2,T3,06102021_1210pm,4150,69.2,0.088,1.858,
Blank_TPA_BH_R3_T3,60,Blank,TPA,BH,R3,T3,06102021_1210pm,4150,69.2,0.106,1.917,
Blank_DCPET_BH_R1_T3,61,Blank,DCPET,BH,R1,T3,06102021_1210pm,4150,69.2,0.064,1.237,
Blank_DCPET_BH_R2_T3,62,Blank,DCPET,BH,R2,T3,06102021_1210pm,4150,69.2,0.058,1.237,
Blank_DCPET_BH_R3_T3,63,Blank,DCPET,BH,R3,T3,06102021_1210pm,4150,69.2,0.07,1.249,
Blank_DCPET_ARW_R1_T3,64,Blank,DCPET,ARW,R1,T3,06102021_1210pm,4150,69.2,0.039,1.161,
Blank_DCPET_ARW_R2_T3,65,Blank,DCPET,ARW,R2,T3,06102021_1210pm,4150,69.2,0.038,1.15,
Blank_DCPET_ARW_R3_T3,66,Blank,DCPET,ARW,R3,T3,06102021_1210pm,4150,69.2,0.056,1.173,
Emma2_TPA_BH_R1_T3,67,Emma2,TPA,BH,R1,T3,06102021_1210pm,4150,69.2,0.63,1.396,9.6
Emma2_TPA_BH_R2_T3,68,Emma2,TPA,BH,R2,T3,06102021_1210pm,4150,69.2,0.942,1.289,9.3
Emma2_TPA_BH_R3_T3,69,Emma2,TPA,BH,R3,T3,06102021_1210pm,4150,69.2,0.718,1.411,5.6
Laura1_TPA_BH_R1_T3,70,Laura1,TPA,BH,R1,T3,06102021_1210pm,4150,69.2,0.842,1.071,9.3
Laura1_TPA_BH_R2_T3,71,Laura1,TPA,BH,R2,T3,06102021_1210pm,4150,69.2,0.65,1.312,6.9
Laura1_TPA_BH_R3_T3,72,Laura1,TPA,BH,R3,T3,06102021_1210pm,4150,69.2,0.932,1.328,9.9
Laura2_TPA_BH_R1_T3,73,Laura2,TPA,BH,R1,T3,06102021_1210pm,4150,69.2,0.396,1.175,8.4
Laura2_TPA_BH_R2_T3,74,Laura2,TPA,BH,R2,T3,06102021_1210pm,4150,69.2,0.354,1.343,7.6
Laura2_TPA_BH_R3_T3,75,Laura2,TPA,BH,R3,T3,06102021_1210pm,4150,69.2,0.618,1.099,9.9
Emma2_DCPET_ARW_R1_T4,1,Emma2,DCPET,ARW,R1,T4,06112021_1150am,5570,92.83,1.155,,
Emma2_DCPET_ARW_R2_T4,2,Emma2,DCPET,ARW,R2,T4,06112021_1150am,5570,92.83,1.118,,
Emma2_DCPET_ARW_R3_T4,3,Emma2,DCPET,ARW,R3,T4,06112021_1150am,5570,92.83,1.217,,
Laura1_DCPET_ARW_R1_T4,4,Laura1,DCPET,ARW,R1,T4,06112021_1150am,5570,92.83,1.063,,
Laura1_DCPET_ARW_R2_T4,5,Laura1,DCPET,ARW,R2,T4,06112021_1150am,5570,92.83,0.489,,
Laura1_DCPET_ARW_R3_T4,6,Laura1,DCPET,ARW,R3,T4,06112021_1150am,5570,92.83,1.594,,
Laura2_DCPET_ARW_R1_T4,7,Laura2,DCPET,ARW,R1,T4,06112021_1150am,5570,92.83,0.973,,
Laura2_DCPET_ARW_R2_T4,8,Laura2,DCPET,ARW,R2,T4,06112021_1150am,5570,92.83,0.976,,
Laura2_DCPET_ARW_R3_T4,9,Laura2,DCPET,ARW,R3,T4,06112021_1150am,5570,92.83,1.066,,
Emma2_Blank_ARW_R1_T4,10,Emma2,Blank,ARW,R1,T4,06112021_1150am,5570,92.83,0.112,,
Emma2_Blank_ARW_R2_T4,11,Emma2,Blank,ARW,R2,T4,06112021_1150am,5570,92.83,0.161,,
Emma2_Blank_ARW_R3_T4,12,Emma2,Blank,ARW,R3,T4,06112021_1150am,5570,92.83,0.302,,
Laura1_Blank_ARW_R1_T4,13,Laura1,Blank,ARW,R1,T4,06112021_1150am,5570,92.83,0.106,,
Laura1_Blank_ARW_R2_T4,14,Laura1,Blank,ARW,R2,T4,06112021_1150am,5570,92.83,0.18,,
Laura1_Blank_ARW_R3_T4,15,Laura1,Blank,ARW,R3,T4,06112021_1150am,5570,92.83,0.089,,
Laura2_Blank_ARW_R1_T4,16,Laura2,Blank,ARW,R1,T4,06112021_1150am,5570,92.83,0.081,,
Laura2_Blank_ARW_R2_T4,17,Laura2,Blank,ARW,R2,T4,06112021_1150am,5570,92.83,0.204,,
Laura2_Blank_ARW_R3_T4,18,Laura2,Blank,ARW,R3,T4,06112021_1150am,5570,92.83,0.193,,
Emma2_DCPET_BH_R1_T4,19,Emma2,DCPET,BH,R1,T4,06112021_1150am,5570,92.83,1.143,,
Emma2_DCPET_BH_R2_T4,20,Emma2,DCPET,BH,R2,T4,06112021_1150am,5570,92.83,1.183,,
Emma2_DCPET_BH_R3_T4,21,Emma2,DCPET,BH,R3,T4,06112021_1150am,5570,92.83,1.271,,
Laura1_DCPET_BH_R1_T4,22,Laura1,DCPET,BH,R1,T4,06112021_1150am,5570,92.83,1.223,,
Laura1_DCPET_BH_R2_T4,23,Laura1,DCPET,BH,R2,T4,06112021_1150am,5570,92.83,1.118,,
Laura1_DCPET_BH_R3_T4,24,Laura1,DCPET,BH,R3,T4,06112021_1150am,5570,92.83,1.403,,
Laura2_DCPET_BH_R1_T4,25,Laura2,DCPET,BH,R1,T4,06112021_1150am,5570,92.83,0.908,,
Laura2_DCPET_BH_R2_T4,26,Laura2,DCPET,BH,R2,T4,06112021_1150am,5570,92.83,1.183,,
Laura2_DCPET_BH_R3_T4,27,Laura2,DCPET,BH,R3,T4,06112021_1150am,5570,92.83,1.066,,
Emma2_Blank_BH_R1_T4,28,Emma2,Blank,BH,R1,T4,06112021_1150am,5570,92.83,0.311,,
Emma2_Blank_BH_R2_T4,29,Emma2,Blank,BH,R2,T4,06112021_1150am,5570,92.83,0.266,,
Emma2_Blank_BH_R3_T4,30,Emma2,Blank,BH,R3,T4,06112021_1150am,5570,92.83,0.241,,
Laura1_Blank_BH_R1_T4,31,Laura1,Blank,BH,R1,T4,06112021_1150am,5570,92.83,0.107,,
Laura1_Blank_BH_R2_T4,32,Laura1,Blank,BH,R2,T4,06112021_1150am,5570,92.83,0.117,,
Laura1_Blank_BH_R3_T4,33,Laura1,Blank,BH,R3,T4,06112021_1150am,5570,92.83,0.111,,
Laura2_Blank_BH_R1_T4,34,Laura2,Blank,BH,R1,T4,06112021_1150am,5570,92.83,0.237,,
Laura2_Blank_BH_R2_T4,35,Laura2,Blank,BH,R2,T4,06112021_1150am,5570,92.83,0.125,,
Laura2_Blank_BH_R3_T4,36,Laura2,Blank,BH,R3,T4,06112021_1150am,5570,92.83,0.132,,
Emma2_DCPET_AMW_R1_T4,37,Emma2,DCPET,AMW,R1,T4,06112021_1150am,5570,92.83,1.166,,
Emma2_DCPET_AMW_R2_T4,38,Emma2,DCPET,AMW,R2,T4,06112021_1150am,5570,92.83,1.408,,
Emma2_DCPET_AMW_R3_T4,39,Emma2,DCPET,AMW,R3,T4,06112021_1150am,5570,92.83,1.294,,
Laura1_DCPET_AMW_R1_T4,40,Laura1,DCPET,AMW,R1,T4,06112021_1150am,5570,92.83,0.784,,
Laura1_DCPET_AMW_R2_T4,41,Laura1,DCPET,AMW,R2,T4,06112021_1150am,5570,92.83,1.108,,
Laura1_DCPET_AMW_R3_T4,42,Laura1,DCPET,AMW,R3,T4,06112021_1150am,5570,92.83,1.163,,
Laura2_DCPET_AMW_R1_T4,43,Laura2,DCPET,AMW,R1,T4,06112021_1150am,5570,92.83,1.082,,
Laura2_DCPET_AMW_R2_T4,44,Laura2,DCPET,AMW,R2,T4,06112021_1150am,5570,92.83,1.123,,
Laura2_DCPET_AMW_R3_T4,45,Laura2,DCPET,AMW,R3,T4,06112021_1150am,5570,92.83,0.989,,
Emma2_Blank_AMW_R1_T4,46,Emma2,Blank,AMW,R1,T4,06112021_1150am,5570,92.83,0.078,,
Emma2_Blank_AMW_R2_T4,47,Emma2,Blank,AMW,R2,T4,06112021_1150am,5570,92.83,0.128,,
Emma2_Blank_AMW_R3_T4,48,Emma2,Blank,AMW,R3,T4,06112021_1150am,5570,92.83,0.129,,
Laura1_Blank_AMW_R1_T4,49,Laura1,Blank,AMW,R1,T4,06112021_1150am,5570,92.83,0.069,,
Laura1_Blank_AMW_R2_T4,50,Laura1,Blank,AMW,R2,T4,06112021_1150am,5570,92.83,0.06,,
Laura1_Blank_AMW_R3_T4,51,Laura1,Blank,AMW,R3,T4,06112021_1150am,5570,92.83,0.073,,
Laura2_Blank_AMW_R1_T4,52,Laura2,Blank,AMW,R1,T4,06112021_1150am,5570,92.83,0.079,,
Laura2_Blank_AMW_R2_T4,53,Laura2,Blank,AMW,R2,T4,06112021_1150am,5570,92.83,0.08,,
Laura2_Blank_AMW_R3_T4,54,Laura2,Blank,AMW,R3,T4,06112021_1150am,5570,92.83,0.082,,
Blank_DCPET_AMW_R1_T4,55,Blank,DCPET,AMW,R1,T4,06112021_1150am,5570,92.83,0.055,,
Blank_DCPET_AMW_R2_T4,56,Blank,DCPET,AMW,R2,T4,06112021_1150am,5570,92.83,0.039,,
Blank_DCPET_AMW_R3_T4,57,Blank,DCPET,AMW,R3,T4,06112021_1150am,5570,92.83,0.046,,
Blank_TPA_BH_R1_T4,58,Blank,TPA,BH,R1,T4,06112021_1150am,5570,92.83,0.062,,
Blank_TPA_BH_R2_T4,59,Blank,TPA,BH,R2,T4,06112021_1150am,5570,92.83,0.088,,
Blank_TPA_BH_R3_T4,60,Blank,TPA,BH,R3,T4,06112021_1150am,5570,92.83,0.105,,
Blank_DCPET_BH_R1_T4,61,Blank,DCPET,BH,R1,T4,06112021_1150am,5570,92.83,0.064,,
Blank_DCPET_BH_R2_T4,62,Blank,DCPET,BH,R2,T4,06112021_1150am,5570,92.83,0.065,,
Blank_DCPET_BH_R3_T4,63,Blank,DCPET,BH,R3,T4,06112021_1150am,5570,92.83,0.07,,
Blank_DCPET_ARW_R1_T4,64,Blank,DCPET,ARW,R1,T4,06112021_1150am,5570,92.83,0.039,,
Blank_DCPET_ARW_R2_T4,65,Blank,DCPET,ARW,R2,T4,06112021_1150am,5570,92.83,0.069,,
Blank_DCPET_ARW_R3_T4,66,Blank,DCPET,ARW,R3,T4,06112021_1150am,5570,92.83,0.052,,
Emma2_TPA_BH_R1_T4,67,Emma2,TPA,BH,R1,T4,06112021_1150am,5570,92.83,1.128,,
Emma2_TPA_BH_R2_T4,68,Emma2,TPA,BH,R2,T4,06112021_1150am,5570,92.83,1.347,,
Emma2_TPA_BH_R3_T4,69,Emma2,TPA,BH,R3,T4,06112021_1150am,5570,92.83,1.062,,
Laura1_TPA_BH_R1_T4,70,Laura1,TPA,BH,R1,T4,06112021_1150am,5570,92.83,1.252,,
Laura1_TPA_BH_R2_T4,71,Laura1,TPA,BH,R2,T4,06112021_1150am,5570,92.83,0.786,,
Laura1_TPA_BH_R3_T4,72,Laura1,TPA,BH,R3,T4,06112021_1150am,5570,92.83,0.747,,
Laura2_TPA_BH_R1_T4,73,Laura2,TPA,BH,R1,T4,06112021_1150am,5570,92.83,1.035,,
Laura2_TPA_BH_R2_T4,74,Laura2,TPA,BH,R2,T4,06112021_1150am,5570,92.83,0.747,,
Laura2_TPA_BH_R3_T4,75,Laura2,TPA,BH,R3,T4,06112021_1150am,5570,92.83,0.969,,
Emma2_DCPET_ARW_R1_T5,1,Emma2,DCPET,ARW,R1,T5,06122021_0220pm,7160,119.33,1.179,,
Emma2_DCPET_ARW_R2_T5,2,Emma2,DCPET,ARW,R2,T5,06122021_0220pm,7160,119.33,1.237,,
Emma2_DCPET_ARW_R3_T5,3,Emma2,DCPET,ARW,R3,T5,06122021_0220pm,7160,119.33,1.466,,
Laura1_DCPET_ARW_R1_T5,4,Laura1,DCPET,ARW,R1,T5,06122021_0220pm,7160,119.33,1.36,,
Laura1_DCPET_ARW_R2_T5,5,Laura1,DCPET,ARW,R2,T5,06122021_0220pm,7160,119.33,0.327,,
Laura1_DCPET_ARW_R3_T5,6,Laura1,DCPET,ARW,R3,T5,06122021_0220pm,7160,119.33,1.076,,
Laura2_DCPET_ARW_R1_T5,7,Laura2,DCPET,ARW,R1,T5,06122021_0220pm,7160,119.33,0.927,,
Laura2_DCPET_ARW_R2_T5,8,Laura2,DCPET,ARW,R2,T5,06122021_0220pm,7160,119.33,1.06,,
Laura2_DCPET_ARW_R3_T5,9,Laura2,DCPET,ARW,R3,T5,06122021_0220pm,7160,119.33,1.247,,
Emma2_Blank_ARW_R1_T5,10,Emma2,Blank,ARW,R1,T5,06122021_0220pm,7160,119.33,0.061,,
Emma2_Blank_ARW_R2_T5,11,Emma2,Blank,ARW,R2,T5,06122021_0220pm,7160,119.33,0.107,,
Emma2_Blank_ARW_R3_T5,12,Emma2,Blank,ARW,R3,T5,06122021_0220pm,7160,119.33,0.07,,
Laura1_Blank_ARW_R1_T5,13,Laura1,Blank,ARW,R1,T5,06122021_0220pm,7160,119.33,0.076,,
Laura1_Blank_ARW_R2_T5,14,Laura1,Blank,ARW,R2,T5,06122021_0220pm,7160,119.33,0.098,,
Laura1_Blank_ARW_R3_T5,15,Laura1,Blank,ARW,R3,T5,06122021_0220pm,7160,119.33,0.08,,
Laura2_Blank_ARW_R1_T5,16,Laura2,Blank,ARW,R1,T5,06122021_0220pm,7160,119.33,0.08,,
Laura2_Blank_ARW_R2_T5,17,Laura2,Blank,ARW,R2,T5,06122021_0220pm,7160,119.33,0.095,,
Laura2_Blank_ARW_R3_T5,18,Laura2,Blank,ARW,R3,T5,06122021_0220pm,7160,119.33,0.22,,
Emma2_DCPET_BH_R1_T5,19,Emma2,DCPET,BH,R1,T5,06122021_0220pm,7160,119.33,1.178,,
Emma2_DCPET_BH_R2_T5,20,Emma2,DCPET,BH,R2,T5,06122021_0220pm,7160,119.33,1.237,,
Emma2_DCPET_BH_R3_T5,21,Emma2,DCPET,BH,R3,T5,06122021_0220pm,7160,119.33,1.264,,
Laura1_DCPET_BH_R1_T5,22,Laura1,DCPET,BH,R1,T5,06122021_0220pm,7160,119.33,1.834,,
Laura1_DCPET_BH_R2_T5,23,Laura1,DCPET,BH,R2,T5,06122021_0220pm,7160,119.33,1.394,,
Laura1_DCPET_BH_R3_T5,24,Laura1,DCPET,BH,R3,T5,06122021_0220pm,7160,119.33,1.219,,
Laura2_DCPET_BH_R1_T5,25,Laura2,DCPET,BH,R1,T5,06122021_0220pm,7160,119.33,0.917,,
Laura2_DCPET_BH_R2_T5,26,Laura2,DCPET,BH,R2,T5,06122021_0220pm,7160,119.33,1.271,,
Laura2_DCPET_BH_R3_T5,27,Laura2,DCPET,BH,R3,T5,06122021_0220pm,7160,119.33,1.124,,
Emma2_Blank_BH_R1_T5,28,Emma2,Blank,BH,R1,T5,06122021_0220pm,7160,119.33,0.498,,
Emma2_Blank_BH_R2_T5,29,Emma2,Blank,BH,R2,T5,06122021_0220pm,7160,119.33,0.279,,
Emma2_Blank_BH_R3_T5,30,Emma2,Blank,BH,R3,T5,06122021_0220pm,7160,119.33,0.219,,
